text,edge,slot,intent
and how can i get to the boston airport from downtown boston,and how can i get to the boston airport from downtown boston,O O O O O O O B-toloc.airport_name I-toloc.airport_name O O B-fromloc.city_name,atis_ground_service
what's the smallest plane that flies from pittsburgh to baltimore on eight sixteen,what's the smallest plane that flies from pittsburgh to baltimore on eight sixteen,O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time O,atis_aircraft
in atlanta i would like information on ground transportation,in atlanta i would like information on ground transportation,O B-city_name O O O O O O O,atis_ground_service
list all round trip flights between indianapolis and orlando on the twenty seventh of december,list all round trip flights between indianapolis and orlando on the twenty seventh of december,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_flight
show me all round trips from new york to miami leaving on tuesday,show me all round trips from new york to miami leaving on tuesday,O O O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,atis_flight
what is the ground transportation available in the city of philadelphia,what is the ground transportation available in the city of philadelphia,O O O O O O O O O O B-city_name,atis_ground_service
how do i get from boston to pittsburgh,how do i get from boston to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i need a flight from boston to pittsburgh that leaves early in the morning,i need a flight from boston to pittsburgh that leaves early in the morning,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_mod O O B-depart_time.period_of_day,atis_flight
show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening,show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day,atis_flight
show me the flights from baltimore to philadelphia,show me the flights from baltimore to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what is the economy thrift fare from boston to washington,what is the economy thrift fare from boston to washington,O O O B-economy B-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
what is delta's schedule of morning flights to atlanta,what is delta's schedule of morning flights to atlanta,O O B-airline_name B-flight_time O B-depart_time.period_of_day O O B-toloc.city_name,atis_flight_time
what flights go from atlanta to washington dc on thursday,what flights go from atlanta to washington dc on thursday,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name,atis_flight
i'd like to know the shortest trip between boston and san francisco,i'd like to know the shortest trip between boston and san francisco,O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
may i have a listing of flights from minneapolis to long beach california on wednesday,may i have a listing of flights from minneapolis to long beach california on wednesday,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O B-depart_date.day_name,atis_flight
now i need a flight on tuesday from phoenix to detroit,now i need a flight on tuesday from phoenix to detroit,O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
list the flights and departure times for flights leaving dallas fort worth for boston after 6 pm,list the flights and departure times for flights leaving dallas fort worth for boston after 6 pm,O O O O B-flight_time I-flight_time O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
is bwi washington,is bwi washington,O B-airport_code B-city_name,atis_city
show me all daily flights between milwaukee and orlando,show me all daily flights between milwaukee and orlando,O O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines,i'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O O O O O O B-airline_name I-airline_name,atis_flight
show me flights from atlanta to baltimore,show me flights from atlanta to baltimore,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what is the cheapest flight from pittsburgh to atlanta one way,what is the cheapest flight from pittsburgh to atlanta one way,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip,atis_flight
flights from denver to westchester county new york weekdays,flights from denver to westchester county new york weekdays,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.city_name I-toloc.city_name B-flight_mod,atis_flight
show me flights from atlanta to washington please,show me flights from atlanta to washington please,O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
are there any flights from boston to san francisco which stop in washington dc,are there any flights from boston to san francisco which stop in washington dc,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name B-stoploc.state_code,atis_flight
show all nonstop flights from atlanta to san francisco,show all nonstop flights from atlanta to san francisco,O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
i want to fly from boston to denver with a stop in philadelphia,i want to fly from boston to denver with a stop in philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
show the flights that leave philadelphia that go to atlanta that leave early on thursday morning,show the flights that leave philadelphia that go to atlanta that leave early on thursday morning,O O O O O B-fromloc.city_name O O O B-toloc.city_name O O B-depart_time.period_mod O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
flights from newark to cleveland daily,flights from newark to cleveland daily,O O B-fromloc.city_name O B-toloc.city_name B-flight_days,atis_flight
show me flights leaving from baltimore to dallas,show me flights leaving from baltimore to dallas,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please list all the flights from boston to san francisco leaving before 10 am,please list all the flights from boston to san francisco leaving before 10 am,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
please list the flight times from newark to boston,please list the flight times from newark to boston,O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name,atis_flight_time
can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon,can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O O O B-arrive_time.time_relative B-arrive_time.time,atis_flight
show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.today_relative,atis_flight
what is the fare on november seventh going one way from san francisco to oakland,what is the fare on november seventh going one way from san francisco to oakland,O O O O O B-depart_date.month_name B-depart_date.day_number O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_airfare
show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405,show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-airline_code B-flight_number B-airline_code B-flight_number,atis_flight
show me the flights available from dallas to baltimore august third,show me the flights available from dallas to baltimore august third,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number,atis_flight
pittsburgh to atlanta please with a stopover in fort worth,pittsburgh to atlanta please with a stopover in fort worth,B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name,atis_flight
what is the last flight from atlanta to boston,what is the last flight from atlanta to boston,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
